AVO ZOLA TUNDA, KUKADI YE NTIMA BALA KO.;Se tu queres as honras, não tenha um coração de pedra.;«Doçura atrai, acridez repele» (H.V.Roy).;«Vale mais o jeito do que a força e a violência».

AWOLE WANTU, UMOSI NINGA.;Dois são um grupo, um só é uma sombra.;«Melhor é serem dois do que um, porque têm melhor paga do seu trabalho. Porque, se um cair, o outro levanta o seu companheiro, mas ai do que estiver só pois, caindo, não haverá outro que o levante.» (Eccl. 4:9-10).

AYA BENA YE MENO, MASANGU NKATU, AYA BENA YE MASANGU MENO NKAIU.;Os que têm dentes não têm milho. Os que têm milho não têm dentes.;«Deus dá amêndoas aos que não têm dentes.»

AY'AVWIDI NSINGU NSANGA NKATU. Y'AVWIDI NSANGA NSINGU NKATU.;Os que têm pescoços não têm colares. Os que têm colares não têm pescoços.;Segundo Jerome K. Jerome, isso acontece porque existe neste mundo este princípio: «cada qual tem em partilha algo de que não tem nada que fazer, e outros possuem o que faria a felicidade dos seus vizinhos.».

BABA KA LUNGANGA KNANU KO.;O surdo-mudo não ganha um processo judiciário, pois a palavra salva o réu, o silêncio o condena.;«Quem cala consente, e quem consente é cúmplice.»

BÁ DIA NSENDE NKW'A NGOLO UMATANGA DIO.;Uma palmeira espinhosa é trepada só por um homem audacioso.;A palmeira espinhosa simboliza um empreendimento difícil ou o caminho montante e difícil da vida, representado por um lindíssimo poema de Luís de Camões
nos seguintes termos graves mas também suaves e encorajadores.

BÁ KANA DIVIDI ETUKU NSÍNGA.;A palmeira queimou-se por causa das suas fibras que pegaram fogo.;Quando uma palmeira pega fogo, a causa imediata é atribuída às suas fibras. «Não há efeito sem causa».

BONGA NONA KIE VULUKILA MUNTU, KA NONA KIE FWILA MUNTUKO.;Tome um exemplo de um facto que salvou alguém mas não daquele que o prejudicou. «Em casa de enforcado não se fala em baraço.» A sabedoria consiste em utilizar um argumento, um exemplo ou um provérbio, que te justifica e não te condena.

DIDI NKEKA, BUNDU YA NKEKA NANI DIDI YO?;Comeste a planta nkeka, quem comeu os seus frutos?;Este provérbio significa que a aceitação de uma parte da verdade não iliba das consequências do mal cometido. «Quem aceita o principal, aceita também o secundário», «Quem aceita o problema, aceita também as suas consequências».

DIDI ZASONGO E ZA YANGA ZINLAKILU.;Comerá agora peixe espetado que se vende no mercado da aldeia, em detrimento do inesgotável peixe do lago a pescar à vontade.;Diz-se de alguém que perde uma posição vantajosa e segura para uma mais desvantajosa menos segura.

DIKOKO, MBIZI A NSONI, FUKU IMBUTA.;O gafanhoto é uma comida vergonhosa, mas torna-se importante quando é bem coberta.;«A coisa mais comum, uma vez que nos é escondida, torna-se uma delícia.» (Oscar Wilde).

DILA MU MESO KAKUTOMANGA KO.;Comer com a avidez ou sofreguidão dos olhos não é bom, é enganar o estômago.;«Ter mais olhos que barriga é prejudicial.»

DILU KA MVULUZI KO;O chorar não salva e as tristezas não pagam dívidas.;Segundo Shakespeare: «as lágrimas provam a afeição, mas não são um remédio» e Euripide afirma que «a força da alma é preferível à beleza das lágrimas.»

DINSUSU-NSUSU NKETE DITA NSUNGA, MUNTU NIKWENE DIO.;A planta dinsusu-nsusu espalha o seu aroma só quando for mexido por alguém.;Este provérbio refere-se á situação de jovens mulheres que em geral suscitam rivalidades da parte de vários pretendentes especialmente no momento preciso em que são escolhidas por verdadeiros amantes que, assim, as incitam a brotarem como lindas flores, dos seus botões.

DISU DIFWIDI NKOKELA (MASIKA) DIELE BETELA YE KILU.;É uma feliz coincidência o facto de o olho ter sido magoado justamente na caída da noite.;Diz-se de alguma coisa que acontece concomitantemente com uma outra cuja presença pode lhe ser favorável.

DIVENGE NKWENO AVO KU VENGE DIOKO MENO NGANI.;O que fez o outro embota os teus dentes se não o fizeres.;Refere-se aos exemplos que são contagiosos.

DYA DYAKI KANSI SISA NGUDI A NSUSU.;Come o ovo mas poupa a galinha;«Não abata a árvore para colher a fruta». «Viva e deixe viver».

DYA KANA KUTUKA MPAKA, MAZOWA ADIDIKO.;Se a comida originar contenda, é um sinal de que os que a comem são tolos.;No desfruto de todas as coisas, é necessário ser tolerante, moderado e não egoísta, sabendo que: «todas as boas coisas encontram-se na natureza».

DYAKI DIMOSI DYAWOLA DI FWASANGA MAKI MAMENGI.;Um ovo podre contamina muitos ovos frescos.;O mau exemplo é contagioso e estraga muita gente. «Anda com os bons, serás um deles. Chega-te aos maus, serás pior do que eles.»

DYAKI DINA MU NWA DILUTIDI NSUSU INA KUNA SANZI.;Um ovo na boca vale mais do que uma galinha na capoeira.;«Mais vale um pássaro na mão do que dois a voar».

DYA KUSWAMANGA, MAMBU KA MASWAMANGA KO.;Pode-se esconder a comida, mas não as notícias.;«As notícias espalham-se rapidamente».

DYA KU ZANDU, MBALU KU VATA.;Do que se gasta no mercado, faz-se a conta no regresso à aldeia.;Depois de cada empreendimento, segue-se um balanço entre as entradas e as saídas e apura-se o saldo que permitirá maximizar o activo se o saldo for positivo, ou
minimizar o passivo se o saldo for negativo. «Todo prazer paga-se em seu devido tempo».

DYA KWAKU FWA DYA MVUMBI, KANSI DYAMBU DIANDI KULENDI DYO DYA FWA KO YOVO: FWA DYA MVUMBI DYA KWAKU KANSI DYAMBU DYANDI KULENDI DYO DYA FWA KO.;Podes herdar os bens de um morto, mas não podes apoderar-se da sua última
vontade.;A última vontade de um morto é sagrada e ninguém pode contrariá-la impunemente. «Apoderar-se da última vontade de um morto é tornar-se devedor de uma propriedade espiritual alheia, de que não se pode libertar nesta vida.»

DYA KWAKU, NWA KWAKU, KANSI FULU KYA LEKA IKIBADIDI.Yovo: DYA, NWA, KANSI FULU KYE LEKA IKIBADIDI.;Pode comer, pode beber, mas o lugar onde dormir importa muito.;Este provérbio mostra -que de entre as necessidades fisiológicas primárias como
comer, beber, etc., o lugar para dormir importa mais.

DYA KWA MENE, MAKANI NKOKELA.;Quem quiser comer de manhã, deve fazer provisão na véspera.;«O passado prepara o presente, e o presente prepara o futuro.»

DYA LUNDAMA, VOVA DYA VINGA.;Um assunto adiado aguarda de ser debatido mais tarde.;«Um assunto adiado é uma discussão adiada» .

DYA LUNDA, NZALA LUMVUTU.;Coma e poupa, a fome volta sempre.;Poupar é a melhor prevenção para o futuro.

DYA LUNDA TOMA KWATOMA.;Comer e conservar algo para amanhã é ser previdente.;«Hoje é o pai da amanhã» (V. Delagr.).

DYA MBIMBU OSILA VOVO Yovo: DYA NDOFI Yovo SYA NSILU WASILA VOVO.;Tome a firme determinação de parar e não voltar mais a cometer o que é mau.;É uma obrigação feita a alguém de mudar o seu comportamento uma vez para

DYAMBU DITANGININWANGWA, MUNTU UYANTIKANGA DYO.;Um assunto que se imita começa sempre por um iniciador.;«Há sempre um iniciador de uma coisa, pois nada deriva de nada».

DYAMBU DYAMBOTE DILENDA KITUKA SE DYA MBI EADYA MBI DILENDA KITUKA SE DYA DYA MBOTE.;Pelo seu uso, um bom assunto pode tornar-se mau, e um mau assunto pode tornar-se bom.;A maneira de tratar os problemas pode transformar uma boa causa numa má, e uma má causa numa boa. «A causa mais santa muda-se em uma ímpia ou execrável, quando se usa crime para sustentá-la.»

DYAMBU DYAMBOTE KU MFOKO YOVO: NKUNGA MBOTE KU MFOKO. Tudo é bom quando acaba em bem (Shakespeare).;«Se o mais difícil é começar, o mais importante é acabar bem.»

DYAMBU DYA MEWANGA ZA NDUNDU YE MBAKA.;É um caso intricado, devido à influência enigmática do albino e do anão, ambos misteriosos pela sua natureza.;Este provérbio é utilizado por quem se depara com uma situação insóluta ou enigmática que merece ser tratada com muita cautela.

DYAMBU DYAMPA KADINANGANGA KO, DYA NKULU DINANGANGA.;A novidade de uma coisa não dura, só a sua antiguidade é que dura.;Este provérbio significa que o que parece novo hoje perderá, já amanhã, o carácter de sua novidade e se tornará antigo com o tempo. «Não há um prodígio que dura mais de três dias.»

DYAMBU DYA MPITISA, NDEMBI ZEKOLA.;Uma primeira exigência posta na resolução de um problema é sempre difícil a contornar.;O provérbio indica que a falta de cumprimento dos compromissos acordados numa primeira discussão dificulta a solução do problema a resolver. «Uma coisa é prometer, mas outra coisa é cumprir».

DYAMBU DYA NKENTO YE YAKALA KADIKOTWANGWA KO. KANA KOTA DYO SIDI YE NSONI.;Num assunto entre mulher e marido não te metas, pois se te entremeteres, ficarás envergonhado.; «Brigas de namorados, amores renovados.»

DYAMBU DYANKULU DYAMPA DIKUMPFUTUMUNANGA. Um assunto antigo pode ser ressuscitado por um novo.;Uma nova contenda pode ressuscitar uma antiga. «Por mais enterrado que pareça um passado, basta uma pouca coisa para o ressuscitar.» (Edouard Estaunié)

DYAMBU DYAVITA DYETO, DYASUKININA DYETO.;Um assunto que antecede na ordem do dia é nosso, o que fica em última análise é também nosso.;Usa-se este provérbio para afirmar a importância de um assunto esquecido na ordem de dia e conserva ainda a sua actualidade pelo que deve ser tratado em última análise.

DYAMBU IDINA MU KULU, KALA MU KOKO NGA NSASUMWENE DYO.;O assunto agarrou-me pelas pernas, se fosse pelos braços, eu o teria sacudido.;O provérbio exprime a impossibilidade de alguém de rejeitar a responsabilidade de um assunto que lhe diz respeito, embora constrangido pela falta dos meios necessários para o efeito.

DYAMBU KADILOSWANGWA KO. WALOSA DYO MU MAZA, KADIKUKULA KO. WALOSA DYO VA TIYA, KA DIVYA KO Yovo: DYAMBU DA DILOZWANGWA KO, WALOZA DYO MU MAZA, KADIKUKULA KO. WALOZA DYO VA TIYA KA DIVYA KO.;Um problema não pode ser deitado fora. Se atirá-lo num rio, não será levado pela corrente de água, e se atirá-lo no fogo, não será queimado.;Só debatendo um problema que se pode encontrar a sua devida solução, mais não contornando-lo.

DYAMBU KANA YAMBULA DYO, DIYAMBWELE, KANA LANDA DYO DILENDE.;Se te desinteressares de um assunto, o assunto desinteressar-se-á também de ti.;Os problemas assumem apenas a importância que nós próprios lhes atribuirmos.

DYAMBU NDEKO, MBIZI NKONDA.;Para tratar um assunto, é preciso ter cautela e habilidade, para caçar um animal, é preciso estar alerta.;O provérbio mostra que o sucesso de um assunto depende da maneira como é tratado. Como a precipitação pode prejudicar a caça, de igual modo, a falta de ordem e de habilidade pode comprometer o resultado de uma questão que, à primeira vista, pode parecer oportuna.

DYA MU LUNGILA, KA DYA MU YUKUTA KO.;O mais importante é que a comida chegue para todos e não que todos estejam repletos. - Numa manifestação de óbito, o mais importante é que a comida oferecida aos convidados chegue para todos. «Vale mais pouco do que nada» (Libanius).

E DYANTETE SUSA KYA DEZO, DYA ZOLE VILAKANA, DYA TATU LUKANU.;Uma ofensa pode ser cometida por três vezes: uma primeira vez por acidente, uma segunda por esquecimento ou engano, e uma terceira por pura intenção.;«Uma ofensa não pode ser cometida mais de duas vezes sob o mesmo pretexto de acidente ou de engano». Uma moça engravida-se pela primeira vez pela segunda vez é por sua própria vontade.

DYANGA KYUSU, WAU DIDI NKANGANZINZI.;De todos os tipos de salalés que já comeste, este último salalé peçonhento será o teu golpe de misericórdia.;O provérbio refere-se a um mal pior de entre todos os outros males que alguém já enfrentou.

DYA TINI, FUTA LUSILA.;Tu recebeste uma parte de uma coisa, mas pagarás a totalidade.;Quem danifica uma parte de um bem, restaurará todo o bem. «Quem parte velho, paga novo».

DYA VOVWA KOLO, DIMBU NSI ZAMESO.;O que já foi dito, basta uma piscadela para ser relembrado.;O provérbio quer dizer que um simples gesto ou uma olhadela pode fazer lembrar um acontecimento anterior, até mesmo uma combinação secreta.

DYA VUNDA, VOVA VUNDA, SALA VUNDA. Comer precisa de pausa, falar e trabalhar precisam também de pausa.;Para tudo que é grande e bom na natureza, a sabedoria recomenda: moderação, moderação e ainda moderação.

DYA WAKAYILA NKAZ'AKU DYODYO KADILONGESELWANGA KO.;«Coma e partilha a comida com o seu cônjuge.» Isso não se aconselha.;Pedir a um marido de partilhar a comida com a sua mulher, seria forçar uma porta já aberta, pois, «há uma lei que ordena ao homem de acariciar a sua mulher, e à mulher de fazer o que deseja o seu esposo (Euripide), e, segundo a Bíbla, «quem ama a sua mulher, ama-se a si mesmo» (Efésios: 5:28).

DYA YE NKENTO, DYA YE NKADI-AMPEMBA.;Comer com uma mulher é comer com um diabo.;O exemplo vem de cima com a Dalila, que traiu seu marido Sansão, aos seus inimigos pela ambição de dinheiro.Sansão confiou nela e lhe revelou o seu segredo,

DYODYO KAZEYE KO MFUMIU, NGANGA ZEYE.;O que ignora o chefe é sabido pelo curandeiro.;Aqui, o curandeiro representa a pessoa interessada no assunto e o chefe é apenas o conselheiro que deve conhecer do acontecido para a sua solução.

DYODYO KUZEYE KO I MPUTU.;O que tu não sabes é a Europa.;A Europa, mundo muito distante do Kongo, era sinónimo da incógnita de tudo quanto era desconhecido por aqueles que não podiam chegar à Europa. Assim, tudo que é desconhecido é representado pela Europa longinqua e desconhecida.

EDYA LUKU LWA NSAKL IBÃK'ELAKA.;Comer a farinha de mandioca com as folhas de mandioca obriga a arranhar a garganta.;As folhas de mandioca eram consideradas outrora como um dos mais pobres alimentos, e quem tivesse só essas para satisfazer a sua fome, devia se arranhar a
garganta. Esta máxima é utilizada, quando alguém está confrontado com uma situação dificil em que é obrigado a dizer toda a verdade e só a verdade.

E FOMO (FUMU) NKADI MU TEKA YO YANGALALA.;Para vender o tabaco amargo, deve-se ser alegre.;As más qualidades das coisas devem ser compensadas pelas qualidades morais ou pelo caracter jovial do possuidor ou vendedor.

E KANDA KANDA, KU VONDI LONGO LWAME KO. E LONGO LONGO KU VONDI UNGUDI WAME KO, YOVO: E UNGUDI UNGUDI, KU VOBNDI KO LONGO LWAME; E NKENTO, NKENTO, KUVONDI KO UNGUDI WAME.;Família, família, não destrua o meu matrimónio. Mulher, mulher, não destrua a minha família.;O provérbio quer mostrar que a família e a mulher são indispensáveis na vida de um homem, pelo que é imprescindível o entendimento entre os cônjuges e os membros das suas respectivas famílias para uma vida familial harmoniosa. «Um homem divorciado é um homem infeliz».

E MBONGO, E MBONGO, PÍ-f! E MUNTU, E MUNTU, KONGO (YOVO = INGETA = KALUNGA).;Dinheiro, dinheiro, sem resposta. Homem, homem, aqui estou! Quando se chama o dinheiro, ele não responde, mas quando se chama o homem, ele responde: presente!.;O provérbio mostra que o homem vale mais do que o dinheiro. O dinheiro foi feito para o homem mas o hornem não foi feito para o dinheiro.

ENDE (WENDE) MBWA, NKI DIAMBU WIDI MUNA NW'A MBWA?;Bateu o cão, mas o que ouviu da boca dele?;Nunca condene o réu antes de ouvi-lo.

ENTI TUNZENGELE, EFUTI LENGELE.;A árvore foi abatida, as folhas murcharam e tudo acabou.;«O problema foi tratado, e a solução encontrada, pelo que a discussão pode ser considerada como terminada».

«E NTYETYE, DILA NGUDI AKU»! NZOLELE, KANSI YANI NTU UTUKA KINSANGA ULUTALA.;Ô carriça, chora a morte de tua mãe! Eu queria bem, mas vejam a exiguidade da cabeça donde sairiam as lágrimas.;«Ninguém é obrigado a fazer o que não pode».

E NZAMBI UNSADISI. NGEYE BENE UKISADISA.;Deus, ajuda-me. Ajuda-te a ti mesmo.;«Trabalha, que Deus te ajudará». «A quem madruga Deus ajuda»

E UNGUDI UNGUDI, KUNDIA NZIMBU KO. E NZIMBU NZIMBU KUNDIA UNGUDIKO.;Família, família, não acabe com o meu dinheiro. Dinheiro, dinheiro, não destrua a minha família.;«Amigos, amigos, negócios à parte». Riqueza e união familial são bênçãos divinas. A unidade da família e do dinheiro deve fazer a felicidade e não a miséria de todos.

E UNGUDI UNGUDI, KU VONDI LONGO LWAME KO, E NKENTO, NKENTO, KUVONDI UNGUDI WAME KO.;Família, família, não me separe da minha mulher. Mulher, mulher, não me divide da minha família.;«Um homem divorciado é um homem infeliz por ter rompido a unidade com uma parte essencial de si próprio.»

«E YENGA, UMPAN'E NTOTO». «MONO WOWO UNA KULONDE UYIVAVA.»;Ravina, dá-me da tua terra. Mas a ravina responde: «Eu é quem precisa mais da tua terra que está em cima». O provérbio mostra a incongruidade de quem pede a um homem nu de vestir um outro homem esfarrapado ou andrajoso.

EZI ZIKOKOLANGA KU MAKI ZITUKANGA.;Os galos que cantam começam nos ovos.;«Grandes carvalhos germinam das balotas.»

FU KIA MUNTU KA KISOBWANGWA KO NZE NLELE.;Não se muda o hábito de alguém como uma roupa.;«É mais fácil mudar o curso de um rio do que o carácter de um homem.», «O lobo muda a pele mas não o vezo.»

FU KYA NKELE, KU MPUTU KIATUKA.;É um defeito da fábrica (origem) da espingarda.;O provérbio refere-se a um defeito congenital de alguém, difícil de ser corrigido por ser inerente à sua própria natureza.

FUMA DYA NZAMBA, KANA WOLESA DYO KIZOWA KYAKU, KANA YUMISA DYO NGANGU ZAKU.;Se deixares apodrecer a tua porção de carne de elefante, isso demonstra a tua ignorância. Mas se a deixares secar, proverás a tua inteligência.;Este provérbio distingue a prudência da negligência na protecção dos bens e outros interesses da vida, e mostra pelos referidos exemplos que «a prudência é mãe da segurança» enquanto que «a negligência é fonte de males maiores.»

